shop_id,item_id,product_cnt,transactions,date_block_num,features,prediction
18,12020,1,1,33,"[18.0,12020.0,1.0,33.0]",1.982105569
39,3479,1,1,33,"[39.0,3479.0,1.0,33.0]",2.191551799
37,5913,1,1,33,"[37.0,5913.0,1.0,33.0]",2.141697101
47,16221,2,1,33,"[47.0,16221.0,1.0,33.0]",1.768773314
42,18835,1,1,33,"[42.0,18835.0,1.0,33.0]",1.768773314
42,18494,1,1,33,"[42.0,18494.0,1.0,33.0]",1.768773314
35,10315,1,1,33,"[35.0,10315.0,1.0,33.0]",1.846046882
22,21671,2,2,33,"[22.0,21671.0,2.0,33.0]",1.956458447
42,17420,2,2,33,"[42.0,17420.0,2.0,33.0]",1.768773314
53,1332,2,2,33,"[53.0,1332.0,2.0,33.0]",1.992267089
21,7812,1,1,33,"[21.0,7812.0,1.0,33.0]",2.114770598
37,7224,17,6,33,"[37.0,7224.0,6.0,33.0]",4.07121656
57,18370,1,1,33,"[57.0,18370.0,1.0,33.0]",1.781198843
50,13287,2,2,33,"[50.0,13287.0,2.0,33.0]",1.768773314
31,10385,1,1,33,"[31.0,10385.0,1.0,33.0]",2.047235016
42,6027,1,1,33,"[42.0,6027.0,1.0,33.0]",2.141697101
45,20396,1,1,33,"[45.0,20396.0,1.0,33.0]",2.364493539
42,4993,1,1,33,"[42.0,4993.0,1.0,33.0]",2.141697101
21,18105,1,1,33,"[21.0,18105.0,1.0,33.0]",1.802360095
24,6127,2,2,33,"[24.0,6127.0,2.0,33.0]",2.152369575
21,1583,11,3,33,"[21.0,1583.0,3.0,33.0]",2.25979836
22,13656,1,1,33,"[22.0,13656.0,1.0,33.0]",1.815080774
36,20285,1,1,33,"[36.0,20285.0,1.0,33.0]",2.530180143
6,3916,1,1,33,"[6.0,3916.0,1.0,33.0]",2.145967571
31,4607,1,1,33,"[31.0,4607.0,1.0,33.0]",2.224655712
31,1813,2,2,33,"[31.0,1813.0,2.0,33.0]",2.274510411
25,4365,2,2,33,"[25.0,4365.0,2.0,33.0]",2.224655712
37,15239,1,1,33,"[37.0,15239.0,1.0,33.0]",1.768773314
28,11768,1,1,33,"[28.0,11768.0,1.0,33.0]",2.057965824
31,1466,2,2,33,"[31.0,1466.0,2.0,33.0]",2.105806607
21,20602,1,1,33,"[21.0,20602.0,1.0,33.0]",2.499152451
42,17897,2,2,33,"[42.0,17897.0,2.0,33.0]",1.768773314
38,16985,1,1,33,"[38.0,16985.0,1.0,33.0]",1.768773314
50,12081,1,1,33,"[50.0,12081.0,1.0,33.0]",1.841275232
26,5659,1,1,33,"[26.0,5659.0,1.0,33.0]",2.224655712
35,16113,1,1,33,"[35.0,16113.0,1.0,33.0]",1.768773314
50,15282,1,1,33,"[50.0,15282.0,1.0,33.0]",1.768773314
14,4993,1,1,33,"[14.0,4993.0,1.0,33.0]",2.145967571
19,21440,1,1,33,"[19.0,21440.0,1.0,33.0]",1.915829069
31,3839,3,3,33,"[31.0,3839.0,3.0,33.0]",2.494497005
22,15571,1,1,33,"[22.0,15571.0,1.0,33.0]",1.815080774
42,17290,1,1,33,"[42.0,17290.0,1.0,33.0]",1.768773314
57,5839,1,1,33,"[57.0,5839.0,1.0,33.0]",2.141697101
48,13616,1,1,33,"[48.0,13616.0,1.0,33.0]",1.768773314
3,5233,1,1,33,"[3.0,5233.0,1.0,33.0]",2.145967571
42,4999,1,1,33,"[42.0,4999.0,1.0,33.0]",2.141697101
31,3572,2,2,33,"[31.0,3572.0,2.0,33.0]",2.274510411
22,16676,1,1,33,"[22.0,16676.0,1.0,33.0]",1.815080774
21,9986,1,1,33,"[21.0,9986.0,1.0,33.0]",1.984068062
21,13214,1,1,33,"[21.0,13214.0,1.0,33.0]",1.802360095
39,20516,1,1,33,"[39.0,20516.0,1.0,33.0]",2.530180143
59,19001,1,1,33,"[59.0,19001.0,1.0,33.0]",1.781198843
15,10448,2,1,33,"[15.0,10448.0,1.0,33.0]",1.952460986
14,16988,1,1,33,"[14.0,16988.0,1.0,33.0]",1.802360095
19,22163,1,1,33,"[19.0,22163.0,1.0,33.0]",1.915829069
41,21377,1,1,33,"[41.0,21377.0,1.0,33.0]",1.978043875
16,2852,1,1,33,"[16.0,2852.0,1.0,33.0]",2.195822269
19,19655,1,1,33,"[19.0,19655.0,1.0,33.0]",1.815410102
18,2921,1,1,33,"[18.0,2921.0,1.0,33.0]",2.195822269
39,20949,87,29,33,"[39.0,20949.0,29.0,33.0]",100.4949986
49,3353,2,2,33,"[49.0,3353.0,2.0,33.0]",2.191551799
12,11921,1,1,33,"[12.0,11921.0,1.0,33.0]",1.982105569
7,6676,2,2,33,"[7.0,6676.0,2.0,33.0]",2.131855102
21,1564,1,1,33,"[21.0,1564.0,1.0,33.0]",2.039811766
21,9451,1,1,33,"[21.0,9451.0,1.0,33.0]",1.984068062
25,3558,2,2,33,"[25.0,3558.0,2.0,33.0]",2.274510411
31,14421,5,4,33,"[31.0,14421.0,4.0,33.0]",2.52265516
2,13409,3,3,33,"[2.0,13409.0,3.0,33.0]",2.085520523
7,18360,2,2,33,"[7.0,18360.0,2.0,33.0]",1.802360095
6,14228,2,2,33,"[6.0,14228.0,2.0,33.0]",1.802360095
31,14389,4,3,33,"[31.0,14389.0,3.0,33.0]",2.213988815
37,5003,6,3,33,"[37.0,5003.0,3.0,33.0]",2.361683695
48,4244,2,2,33,"[48.0,4244.0,2.0,33.0]",2.141697101
47,11811,2,2,33,"[47.0,11811.0,2.0,33.0]",1.841275232
16,3071,2,2,33,"[16.0,3071.0,2.0,33.0]",2.195822269
21,13285,1,1,33,"[21.0,13285.0,1.0,33.0]",1.802360095
25,4351,2,2,33,"[25.0,4351.0,2.0,33.0]",2.224655712
42,5044,1,1,33,"[42.0,5044.0,1.0,33.0]",2.141697101
47,16975,2,2,33,"[47.0,16975.0,2.0,33.0]",1.768773314
53,4717,1,1,33,"[53.0,4717.0,1.0,33.0]",2.141697101
53,1876,2,2,33,"[53.0,1876.0,2.0,33.0]",2.191551799
14,7836,2,2,33,"[14.0,7836.0,2.0,33.0]",2.102077298
19,9054,1,1,33,"[19.0,9054.0,1.0,33.0]",1.971374761
3,3833,1,1,33,"[3.0,3833.0,1.0,33.0]",2.195822269
28,1847,3,3,33,"[28.0,1847.0,3.0,33.0]",2.494497005
28,12040,2,2,33,"[28.0,12040.0,2.0,33.0]",2.057965824
28,12543,1,1,33,"[28.0,12543.0,1.0,33.0]",1.930828387
22,16355,1,1,33,"[22.0,16355.0,1.0,33.0]",1.815080774
49,13122,2,2,33,"[49.0,13122.0,2.0,33.0]",1.768773314
52,19460,1,1,33,"[52.0,19460.0,1.0,33.0]",1.781823321
38,7872,2,2,33,"[38.0,7872.0,2.0,33.0]",1.895422543
4,17449,1,1,33,"[4.0,17449.0,1.0,33.0]",1.802360095
6,5552,1,1,33,"[6.0,5552.0,1.0,33.0]",2.145967571
26,21827,1,1,33,"[26.0,21827.0,1.0,33.0]",1.978043875
28,15897,2,2,33,"[28.0,15897.0,2.0,33.0]",1.930828387
45,11575,1,1,33,"[45.0,11575.0,1.0,33.0]",1.841275232
46,11354,1,1,33,"[46.0,11354.0,1.0,33.0]",1.841275232
35,10343,1,1,33,"[35.0,10343.0,1.0,33.0]",1.846046882
56,8093,1,1,33,"[56.0,8093.0,1.0,33.0]",1.895422543
12,8455,2,2,33,"[12.0,8455.0,2.0,33.0]",1.971964031
26,19618,1,1,33,"[26.0,19618.0,1.0,33.0]",1.943878394
31,12317,1,1,33,"[31.0,12317.0,1.0,33.0]",2.057965824
25,4316,1,1,33,"[25.0,4316.0,1.0,33.0]",2.224655712
42,10327,3,3,33,"[42.0,10327.0,3.0,33.0]",2.12920731
35,8852,1,1,33,"[35.0,8852.0,1.0,33.0]",1.846046882
48,4895,1,1,33,"[48.0,4895.0,1.0,33.0]",2.141697101
3,17229,1,1,33,"[3.0,17229.0,1.0,33.0]",1.802360095
21,22050,1,1,33,"[21.0,22050.0,1.0,33.0]",1.915829069
25,7220,2,2,33,"[25.0,7220.0,2.0,33.0]",2.180765439
6,6503,2,2,33,"[6.0,6503.0,2.0,33.0]",2.145967571
58,19795,1,1,33,"[58.0,19795.0,1.0,33.0]",1.79424885
28,15450,2,2,33,"[28.0,15450.0,2.0,33.0]",1.930828387
25,5821,7,6,33,"[25.0,5821.0,6.0,33.0]",4.12682301
56,15066,2,2,33,"[56.0,15066.0,2.0,33.0]",1.768773314
56,4178,3,3,33,"[56.0,4178.0,3.0,33.0]",2.361683695
59,2688,1,1,33,"[59.0,2688.0,1.0,33.0]",2.191551799
48,12705,1,1,33,"[48.0,12705.0,1.0,33.0]",1.768773314
49,22102,2,2,33,"[49.0,22102.0,2.0,33.0]",1.978043875
50,15854,1,1,33,"[50.0,15854.0,1.0,33.0]",1.768773314
15,4387,1,1,33,"[15.0,4387.0,1.0,33.0]",2.145967571
14,4872,1,1,33,"[14.0,4872.0,1.0,33.0]",2.145967571
3,13409,1,1,33,"[3.0,13409.0,1.0,33.0]",1.802360095
3,17755,1,1,33,"[3.0,17755.0,1.0,33.0]",1.802360095
31,7736,2,2,33,"[31.0,7736.0,2.0,33.0]",2.180765439
21,10455,1,1,33,"[21.0,10455.0,1.0,33.0]",1.965154287
42,12751,1,1,33,"[42.0,12751.0,1.0,33.0]",1.768773314
57,8398,1,1,33,"[57.0,8398.0,1.0,33.0]",1.895422543
48,2550,1,1,33,"[48.0,2550.0,1.0,33.0]",2.191551799
47,16146,1,1,33,"[47.0,16146.0,1.0,33.0]",1.768773314
28,6624,1,1,33,"[28.0,6624.0,1.0,33.0]",2.224655712
21,15225,1,1,33,"[21.0,15225.0,1.0,33.0]",1.802360095
6,3988,1,1,33,"[6.0,3988.0,1.0,33.0]",2.145967571
12,2286,1,1,33,"[12.0,2286.0,1.0,33.0]",2.195822269
7,10210,8,6,33,"[7.0,10210.0,6.0,33.0]",3.921431007
26,15040,1,1,33,"[26.0,15040.0,1.0,33.0]",1.930828387
44,10201,16,6,33,"[44.0,10201.0,6.0,33.0]",4.096106422
48,10202,20,6,33,"[48.0,10202.0,6.0,33.0]",4.096106422
18,18355,1,1,33,"[18.0,18355.0,1.0,33.0]",1.802360095
2,9985,1,1,33,"[2.0,9985.0,1.0,33.0]",1.913926697
7,16056,2,2,33,"[7.0,16056.0,2.0,33.0]",1.802360095
25,10093,1,1,33,"[25.0,10093.0,1.0,33.0]",2.047235016
59,12021,2,2,33,"[59.0,12021.0,2.0,33.0]",1.853700761
49,10201,6,3,33,"[49.0,10201.0,3.0,33.0]",2.12920731
47,5581,1,1,33,"[47.0,5581.0,1.0,33.0]",2.141697101
50,10209,1,1,33,"[50.0,10209.0,1.0,33.0]",1.846046882
12,8711,1,1,33,"[12.0,8711.0,1.0,33.0]",1.971374761
5,1539,1,1,33,"[5.0,1539.0,1.0,33.0]",2.027118466
26,2652,1,1,33,"[26.0,2652.0,1.0,33.0]",2.274510411
46,6641,1,1,33,"[46.0,6641.0,1.0,33.0]",2.127584632
15,21811,2,2,33,"[15.0,21811.0,2.0,33.0]",1.915829069
28,7984,1,1,33,"[28.0,7984.0,1.0,33.0]",2.013399199
25,13228,1,1,33,"[25.0,13228.0,1.0,33.0]",1.930828387
31,10642,1,1,33,"[31.0,10642.0,1.0,33.0]",2.028321241
45,3599,2,2,33,"[45.0,3599.0,2.0,33.0]",2.191551799
35,18129,1,1,33,"[35.0,18129.0,1.0,33.0]",1.768773314
35,9930,1,1,33,"[35.0,9930.0,1.0,33.0]",1.846046882
49,7657,1,1,33,"[49.0,7657.0,1.0,33.0]",2.097806828
35,22088,3,3,33,"[35.0,22088.0,3.0,33.0]",2.239011625
35,18679,1,1,33,"[35.0,18679.0,1.0,33.0]",1.768773314
39,15401,1,1,33,"[39.0,15401.0,1.0,33.0]",1.768773314
38,11773,1,1,33,"[38.0,11773.0,1.0,33.0]",1.841275232
56,6694,1,1,33,"[56.0,6694.0,1.0,33.0]",2.127584632
6,4416,1,1,33,"[6.0,4416.0,1.0,33.0]",2.145967571
31,10930,1,1,33,"[31.0,10930.0,1.0,33.0]",2.028321241
14,3216,1,1,33,"[14.0,3216.0,1.0,33.0]",2.195822269
4,16159,1,1,33,"[4.0,16159.0,1.0,33.0]",1.802360095
7,12927,1,1,33,"[7.0,12927.0,1.0,33.0]",1.802360095
31,1788,1,1,33,"[31.0,1788.0,1.0,33.0]",2.105806607
31,21706,1,1,33,"[31.0,21706.0,1.0,33.0]",1.978043875
18,8416,1,1,33,"[18.0,8416.0,1.0,33.0]",1.971964031
18,6351,1,1,33,"[18.0,6351.0,1.0,33.0]",2.145967571
28,17105,1,1,33,"[28.0,17105.0,1.0,33.0]",1.930828387
21,13889,1,1,33,"[21.0,13889.0,1.0,33.0]",1.802360095
31,18617,1,1,33,"[31.0,18617.0,1.0,33.0]",1.930828387
47,1586,3,3,33,"[47.0,1586.0,3.0,33.0]",2.212253683
52,14956,1,1,33,"[52.0,14956.0,1.0,33.0]",1.768773314
15,7655,1,1,33,"[15.0,7655.0,1.0,33.0]",2.102077298
36,5552,1,1,33,"[36.0,5552.0,1.0,33.0]",2.141697101
57,4604,2,2,33,"[57.0,4604.0,2.0,33.0]",2.141697101
19,3443,2,2,33,"[19.0,3443.0,2.0,33.0]",2.195822269
28,5816,1,1,33,"[28.0,5816.0,1.0,33.0]",2.224655712
26,13363,1,1,33,"[26.0,13363.0,1.0,33.0]",1.930828387
31,13174,1,1,33,"[31.0,13174.0,1.0,33.0]",1.930828387
31,21441,2,2,33,"[31.0,21441.0,2.0,33.0]",1.978043875
50,17581,1,1,33,"[50.0,17581.0,1.0,33.0]",1.768773314
10,17831,1,1,33,"[10.0,17831.0,1.0,33.0]",1.802360095
42,16195,1,1,33,"[42.0,16195.0,1.0,33.0]",1.768773314
59,21811,1,1,33,"[59.0,21811.0,1.0,33.0]",1.978043875
52,2431,1,1,33,"[52.0,2431.0,1.0,33.0]",2.191551799
15,20615,1,1,33,"[15.0,20615.0,1.0,33.0]",2.499152451
22,3148,2,2,33,"[22.0,3148.0,2.0,33.0]",2.202224273
31,11242,1,1,33,"[31.0,11242.0,1.0,33.0]",2.028321241
38,21386,1,1,33,"[38.0,21386.0,1.0,33.0]",1.978043875
35,6062,1,1,33,"[35.0,6062.0,1.0,33.0]",2.141697101
58,17031,1,1,33,"[58.0,17031.0,1.0,33.0]",1.781198843
58,8546,2,2,33,"[58.0,8546.0,2.0,33.0]",1.858472411
21,10382,1,1,33,"[21.0,10382.0,1.0,33.0]",1.984068062
25,16094,1,1,33,"[25.0,16094.0,1.0,33.0]",1.930828387
39,4896,1,1,33,"[39.0,4896.0,1.0,33.0]",2.141697101
47,10914,1,1,33,"[47.0,10914.0,1.0,33.0]",1.811630649
52,2808,1,1,33,"[52.0,2808.0,1.0,33.0]",2.191551799
10,10447,1,1,33,"[10.0,10447.0,1.0,33.0]",1.952460986
44,13457,1,1,33,"[44.0,13457.0,1.0,33.0]",1.768773314
52,14228,1,1,33,"[52.0,14228.0,1.0,33.0]",1.768773314
16,14848,1,1,33,"[16.0,14848.0,1.0,33.0]",1.802360095
2,7134,1,1,33,"[2.0,7134.0,1.0,33.0]",2.131855102
10,10449,1,1,33,"[10.0,10449.0,1.0,33.0]",1.952460986
28,1877,2,1,33,"[28.0,1877.0,1.0,33.0]",2.274510411
21,15680,1,1,33,"[21.0,15680.0,1.0,33.0]",1.802360095
42,15069,19,13,33,"[42.0,15069.0,13.0,33.0]",16.57502755
39,4335,1,1,33,"[39.0,4335.0,1.0,33.0]",2.141697101
57,13458,2,2,33,"[57.0,13458.0,2.0,33.0]",1.781198843
12,832,1,1,33,"[12.0,832.0,1.0,33.0]",2.027118466
28,4387,10,7,33,"[28.0,4387.0,7.0,33.0]",4.782374265
28,6503,11,9,33,"[28.0,6503.0,9.0,33.0]",6.819946961
25,21942,4,4,33,"[25.0,21942.0,4.0,33.0]",3.221567094
26,10780,1,1,33,"[26.0,10780.0,1.0,33.0]",2.028321241
34,7780,3,3,33,"[34.0,7780.0,3.0,33.0]",2.317793422
35,1121,8,7,33,"[35.0,1121.0,7.0,33.0]",4.850105964
48,17811,1,1,33,"[48.0,17811.0,1.0,33.0]",1.768773314
25,2791,5,4,33,"[25.0,2791.0,4.0,33.0]",2.843309284
45,5042,1,1,33,"[45.0,5042.0,1.0,33.0]",2.141697101
39,7233,1,1,33,"[39.0,7233.0,1.0,33.0]",2.097806828
59,7789,1,1,33,"[59.0,7789.0,1.0,33.0]",2.097806828
57,12677,2,2,33,"[57.0,12677.0,2.0,33.0]",1.781198843
47,3987,3,3,33,"[47.0,3987.0,3.0,33.0]",2.361683695
3,10200,5,4,33,"[3.0,10200.0,4.0,33.0]",2.351597512
28,20616,1,1,33,"[28.0,20616.0,1.0,33.0]",2.530180143
25,14840,15,7,33,"[25.0,14840.0,7.0,33.0]",5.828510656
25,3731,14,12,33,"[25.0,3731.0,12.0,33.0]",15.72705081
42,15806,1,1,33,"[42.0,15806.0,1.0,33.0]",1.768773314
35,19884,1,1,33,"[35.0,19884.0,1.0,33.0]",1.781823321
57,16169,8,6,33,"[57.0,16169.0,6.0,33.0]",4.539732783
48,19037,1,1,33,"[48.0,19037.0,1.0,33.0]",1.768773314
4,14228,3,3,33,"[4.0,14228.0,3.0,33.0]",2.085520523
4,1384,2,2,33,"[4.0,1384.0,2.0,33.0]",2.027118466
28,5039,5,5,33,"[28.0,5039.0,5.0,33.0]",3.861370311
31,1716,6,6,33,"[31.0,1716.0,6.0,33.0]",3.813672013
57,13253,1,1,33,"[57.0,13253.0,1.0,33.0]",1.781198843
14,16788,3,3,33,"[14.0,16788.0,3.0,33.0]",2.085520523
38,5670,2,2,33,"[38.0,5670.0,2.0,33.0]",2.141697101
50,14396,1,1,33,"[50.0,14396.0,1.0,33.0]",1.768773314
42,8012,1,1,33,"[42.0,8012.0,1.0,33.0]",1.895422543
58,17897,2,2,33,"[58.0,17897.0,2.0,33.0]",1.781198843
12,20628,1,1,33,"[12.0,20628.0,1.0,33.0]",2.499152451
28,5656,2,2,33,"[28.0,5656.0,2.0,33.0]",2.224655712
31,1610,1,1,33,"[31.0,1610.0,1.0,33.0]",2.105806607
39,13105,3,3,33,"[39.0,13105.0,3.0,33.0]",2.051933742
12,2285,1,1,33,"[12.0,2285.0,1.0,33.0]",2.195822269
21,10659,3,2,33,"[21.0,10659.0,2.0,33.0]",1.965154287
41,15410,1,1,33,"[41.0,15410.0,1.0,33.0]",1.768773314
42,19015,2,2,33,"[42.0,19015.0,2.0,33.0]",1.768773314
47,20729,1,1,33,"[47.0,20729.0,1.0,33.0]",2.364493539
12,10402,2,2,33,"[12.0,10402.0,2.0,33.0]",1.952460986
19,13460,2,2,33,"[19.0,13460.0,2.0,33.0]",1.802360095
5,2869,1,1,33,"[5.0,2869.0,1.0,33.0]",2.195822269
2,4870,3,2,33,"[2.0,4870.0,2.0,33.0]",2.145967571
2,5820,1,1,33,"[2.0,5820.0,1.0,33.0]",2.145967571
38,1914,2,2,33,"[38.0,1914.0,2.0,33.0]",2.191551799
35,11704,3,3,33,"[35.0,11704.0,3.0,33.0]",2.12443566
14,5823,5,4,33,"[14.0,5823.0,4.0,33.0]",2.714766444
18,1560,1,1,33,"[18.0,1560.0,1.0,33.0]",2.027118466
24,4493,1,1,33,"[24.0,4493.0,1.0,33.0]",2.152369575
15,17027,1,1,33,"[15.0,17027.0,1.0,33.0]",1.802360095
15,3479,1,1,33,"[15.0,3479.0,1.0,33.0]",2.195822269
4,13452,2,2,33,"[4.0,13452.0,2.0,33.0]",1.802360095
4,3617,1,1,33,"[4.0,3617.0,1.0,33.0]",2.195822269
31,4653,1,1,33,"[31.0,4653.0,1.0,33.0]",2.224655712
5,5323,1,1,33,"[5.0,5323.0,1.0,33.0]",2.145967571
2,9927,1,1,33,"[2.0,9927.0,1.0,33.0]",1.913926697
39,13241,6,5,33,"[39.0,13241.0,5.0,33.0]",3.56615701
3,1876,2,2,33,"[3.0,1876.0,2.0,33.0]",2.195822269
42,15484,2,2,33,"[42.0,15484.0,2.0,33.0]",1.768773314
31,19118,1,1,33,"[31.0,19118.0,1.0,33.0]",1.943878394
6,11404,1,1,33,"[6.0,11404.0,1.0,33.0]",1.924657505
45,13239,1,1,33,"[45.0,13239.0,1.0,33.0]",1.768773314
31,18499,1,1,33,"[31.0,18499.0,1.0,33.0]",1.930828387
2,18825,1,1,33,"[2.0,18825.0,1.0,33.0]",1.802360095
3,1077,1,1,33,"[3.0,1077.0,1.0,33.0]",2.027118466
46,13210,5,5,33,"[46.0,13210.0,5.0,33.0]",3.56615701
46,3656,1,1,33,"[46.0,3656.0,1.0,33.0]",2.191551799
39,14839,4,2,33,"[39.0,14839.0,2.0,33.0]",1.768773314
44,17302,1,1,33,"[44.0,17302.0,1.0,33.0]",1.768773314
31,19618,1,1,33,"[31.0,19618.0,1.0,33.0]",1.943878394
57,17764,1,1,33,"[57.0,17764.0,1.0,33.0]",1.781198843
53,13802,1,1,33,"[53.0,13802.0,1.0,33.0]",1.768773314
10,11238,1,1,33,"[10.0,11238.0,1.0,33.0]",1.952460986
7,8550,2,2,33,"[7.0,8550.0,2.0,33.0]",1.913926697
28,8852,1,1,33,"[28.0,8852.0,1.0,33.0]",2.047235016
44,20610,1,1,33,"[44.0,20610.0,1.0,33.0]",2.364493539
39,19163,1,1,33,"[39.0,19163.0,1.0,33.0]",1.781823321
57,2458,1,1,33,"[57.0,2458.0,1.0,33.0]",2.191551799
48,16005,1,1,33,"[48.0,16005.0,1.0,33.0]",1.768773314
52,6497,1,1,33,"[52.0,6497.0,1.0,33.0]",2.141697101
45,7793,1,1,33,"[45.0,7793.0,1.0,33.0]",2.097806828
46,10515,1,1,33,"[46.0,10515.0,1.0,33.0]",1.811630649
38,8737,1,1,33,"[38.0,8737.0,1.0,33.0]",1.846046882
39,2859,1,1,33,"[39.0,2859.0,1.0,33.0]",2.191551799
38,22102,1,1,33,"[38.0,22102.0,1.0,33.0]",1.978043875
53,22163,1,1,33,"[53.0,22163.0,1.0,33.0]",1.978043875
52,13700,2,2,33,"[52.0,13700.0,2.0,33.0]",1.768773314
4,18479,2,2,33,"[4.0,18479.0,2.0,33.0]",1.802360095
25,5946,1,1,33,"[25.0,5946.0,1.0,33.0]",2.224655712
22,5675,2,2,33,"[22.0,5675.0,2.0,33.0]",2.152369575
36,3077,2,2,33,"[36.0,3077.0,2.0,33.0]",2.191551799
12,20619,1,1,33,"[12.0,20619.0,1.0,33.0]",2.499152451
42,14892,2,2,33,"[42.0,14892.0,2.0,33.0]",1.768773314
48,18704,1,1,33,"[48.0,18704.0,1.0,33.0]",1.768773314
4,11953,1,1,33,"[4.0,11953.0,1.0,33.0]",1.924657505
42,9976,1,1,33,"[42.0,9976.0,1.0,33.0]",1.846046882
34,1564,1,1,33,"[34.0,1564.0,1.0,33.0]",1.992267089
25,8656,1,1,33,"[25.0,8656.0,1.0,33.0]",2.047235016
2,1586,1,1,33,"[2.0,1586.0,1.0,33.0]",2.027118466
4,9583,1,1,33,"[4.0,9583.0,1.0,33.0]",1.913926697
3,15989,1,1,33,"[3.0,15989.0,1.0,33.0]",1.802360095
26,10672,1,1,33,"[26.0,10672.0,1.0,33.0]",2.028321241
21,8863,1,1,33,"[21.0,8863.0,1.0,33.0]",1.984068062
16,18041,1,1,33,"[16.0,18041.0,1.0,33.0]",1.802360095
15,21830,1,1,33,"[15.0,21830.0,1.0,33.0]",1.915829069
25,15900,1,1,33,"[25.0,15900.0,1.0,33.0]",1.930828387
39,13301,2,2,33,"[39.0,13301.0,2.0,33.0]",1.768773314
4,6497,1,1,33,"[4.0,6497.0,1.0,33.0]",2.145967571
4,3077,1,1,33,"[4.0,3077.0,1.0,33.0]",2.195822269
57,5663,1,1,33,"[57.0,5663.0,1.0,33.0]",2.141697101
53,6062,1,1,33,"[53.0,6062.0,1.0,33.0]",2.141697101
6,5643,1,1,33,"[6.0,5643.0,1.0,33.0]",2.145967571
21,13234,4,4,33,"[21.0,13234.0,4.0,33.0]",2.394186867
4,1586,1,1,33,"[4.0,1586.0,1.0,33.0]",2.027118466
26,16142,1,1,33,"[26.0,16142.0,1.0,33.0]",1.930828387
56,18743,1,1,33,"[56.0,18743.0,1.0,33.0]",1.768773314
58,11409,1,1,33,"[58.0,11409.0,1.0,33.0]",1.853700761
7,2852,1,1,33,"[7.0,2852.0,1.0,33.0]",2.195822269
26,6687,1,1,33,"[26.0,6687.0,1.0,33.0]",2.210543244
12,18041,1,1,33,"[12.0,18041.0,1.0,33.0]",1.802360095
28,15287,2,2,33,"[28.0,15287.0,2.0,33.0]",1.930828387
24,6497,1,1,33,"[24.0,6497.0,1.0,33.0]",2.152369575
25,10348,1,1,33,"[25.0,10348.0,1.0,33.0]",2.047235016
44,14103,1,1,33,"[44.0,14103.0,1.0,33.0]",1.768773314
31,20726,2,2,33,"[31.0,20726.0,2.0,33.0]",2.530180143
59,9532,1,1,33,"[59.0,9532.0,1.0,33.0]",1.858472411
57,10943,1,1,33,"[57.0,10943.0,1.0,33.0]",1.824056178
5,3689,1,1,33,"[5.0,3689.0,1.0,33.0]",2.195822269
28,18344,1,1,33,"[28.0,18344.0,1.0,33.0]",1.930828387
57,3480,7,6,33,"[57.0,3480.0,6.0,33.0]",4.093719097
56,7018,3,3,33,"[56.0,7018.0,3.0,33.0]",2.347571226
12,11369,33,11,33,"[12.0,11369.0,11.0,33.0]",21.68660239
14,11072,1,1,33,"[14.0,11072.0,1.0,33.0]",1.952460986
28,1391,2,2,33,"[28.0,1391.0,2.0,33.0]",2.105806607
25,14830,4,3,33,"[25.0,14830.0,3.0,33.0]",2.213988815
35,13880,4,4,33,"[35.0,13880.0,4.0,33.0]",2.360600086
58,17811,2,2,33,"[58.0,17811.0,2.0,33.0]",1.781198843
59,6503,2,2,33,"[59.0,6503.0,2.0,33.0]",2.141697101
52,448,1,1,33,"[52.0,448.0,1.0,33.0]",1.992267089
3,12134,2,2,33,"[3.0,12134.0,2.0,33.0]",1.924657505
31,5816,1,1,33,"[31.0,5816.0,1.0,33.0]",2.224655712
31,2635,2,2,33,"[31.0,2635.0,2.0,33.0]",2.274510411
34,16954,1,1,33,"[34.0,16954.0,1.0,33.0]",1.768773314
47,21361,2,2,33,"[47.0,21361.0,2.0,33.0]",1.978043875
6,4008,1,1,33,"[6.0,4008.0,1.0,33.0]",2.145967571
3,14341,1,1,33,"[3.0,14341.0,1.0,33.0]",1.802360095
31,3599,8,5,33,"[31.0,3599.0,5.0,33.0]",3.911225009
24,14668,1,1,33,"[24.0,14668.0,1.0,33.0]",1.815080774
35,16975,2,2,33,"[35.0,16975.0,2.0,33.0]",1.768773314
52,9171,1,1,33,"[52.0,9171.0,1.0,33.0]",1.846046882
19,16937,2,2,33,"[19.0,16937.0,2.0,33.0]",1.802360095
24,3599,2,2,33,"[24.0,3599.0,2.0,33.0]",2.202224273
42,12796,1,1,33,"[42.0,12796.0,1.0,33.0]",1.768773314
38,16541,2,2,33,"[38.0,16541.0,2.0,33.0]",1.768773314
59,11915,1,1,33,"[59.0,11915.0,1.0,33.0]",1.853700761
59,15492,1,1,33,"[59.0,15492.0,1.0,33.0]",1.781198843
5,13299,3,3,33,"[5.0,13299.0,3.0,33.0]",2.085520523
4,10495,1,1,33,"[4.0,10495.0,1.0,33.0]",1.895012922
21,11784,2,2,33,"[21.0,11784.0,2.0,33.0]",1.99479887
25,2779,1,1,33,"[25.0,2779.0,1.0,33.0]",2.274510411
2,3599,1,1,33,"[2.0,3599.0,1.0,33.0]",2.195822269
21,14931,2,2,33,"[21.0,14931.0,2.0,33.0]",1.802360095
42,8330,1,1,33,"[42.0,8330.0,1.0,33.0]",1.895422543
